Id,GeoEventGroupId,MultiMediaPresentationId,Name,Description,DateTime,Latitude,Longitude
827dc5b4-3c19-450e-adae-856182c2e31a,99fcf147-32df-4df1-ab41-69beafec909c,1da2cddc-28d0-4722-bac7-8ff917b9d8e9,ESA,ESA,2024-09-11 01:07:13.488149,0,0
84fb2b3a-fe3b-45c4-bd28-6d724ec22586,3490265a-403f-4c73-b68c-7b55dbd452c7,1120c2f9-a079-4999-8e20-aac9c81da4e9,ARN,ARN,2024-09-11 01:07:13.488149,0,0
5ec6ecb3-c99d-45b9-9049-e26a31362154,8f6c8ce1-2691-43b7-9791-31348caf0b4b,2badc662-5817-40ab-8049-896997954ccb,MGN,MGN,2024-09-11 01:07:13.488149,0,0
c855478f-6183-4838-bc28-128ce97a5b2b,48d5ec55-5cb1-4ddf-bbe0-3c06492e5f1a,fd6a9a27-babf-4871-9bf2-61acd9dc304e,GTH,GTH,2024-09-11 01:07:13.488149,0,0
3114b855-2025-4b2d-9f30-e675b73dfd01,24646ac4-b31e-4310-96da-85207528e101,ffd0f9e4-8ef1-4fc5-a942-e3e2838ce764,EF,EF,2024-09-11 01:07:13.488149,0,0
02aed0b8-f803-45b4-a0c4-0519374d2c66,255c36f5-81e8-452e-9ba9-f0489b0c1c67,6a46586e-e648-4884-a6ce-747d2cba133e,RAW,RAW,2024-09-11 01:07:13.488149,0,0
